review,sentiment
试玩一下 画质一般  玩法一般  也没啥意思  尤其在操作方面需要改进,0
有段时间没玩了，回来看了下游戏内变热闹不少啊，还是说两句吧先给个五分，因为从我上次的版本到这次的版，看的出来研发是做了很多功夫的，上次更新游戏看见一长串的更新内容。。。不过大部分都是细枝末节的游戏体验，其中最重要的还是网络问题，这次更新之后卡顿好了不少，我是在地铁1000+延迟玩的都可以玩真是惊呆我了，虽然偶尔还是会有掉线退出来的情况，总体来说可以接受。说说问题，这个游戏和朋友一起在里面厮杀拼人头数还是挺刺激的，但是，没有，好友系统。我想和朋友一起玩只能同时匹配然后看命。。匹配不到一起就浪费5分钟，这个要完善下。另外能不能出团队合作模式，组队坑人也是很有意思的。另外希望可以多一点模式，毕竟io的比较简单直接，老是一个模式容易疲劳。总体来说，游戏偶尔休闲来玩下还是挺有趣的，特别是联机玩（一定要出好友邀请啊喂），没有国产游戏各种坑付费的内容简直令人清爽无比，希望越来越好吧。哦对，游戏我一般用 帅到掉线 这个名字，碰到过我的可以留个名，可以找机会一起玩。,1
经典推箱子的推陈出新版~如上，玩法继承自推箱子，不过这次除了障碍的存在，还有敌人和可破坏木箱的存在，让游戏的难度大大增加，相应的也给玩家带来更多乐趣。游戏目前还有不小的问题。修改评论，这里在开发者的回复下，明白了是自己的失误=。=所以没什么致命的bug了。移动缓慢，操作手感卡顿。过去的日子里，用板机推箱子，因为按键式的键盘，会让角色每次挪动的一格都充满明显的反馈感。但是现在在触摸屏时代，依然只能一格一格的挪动，并且触感轻飘飘的，虽然看似是对经典游戏的继承，但是明显缺少了那股手感。教学关卡太过简洁（划重点）。整个教学关卡只会告诉玩家，移动，点击某个技能（右下角那三个之一），但是并不会以文字的形式再告诉你别的什么，甚至在玩家摸不着头脑卡住的时候也不会有后续的提示，教学目的并没有很充分的达到。另外两个技能也完全没有说明，还是建议官方在这里多些文本内容。另外，ui的布局啊，还有配色什么的，我觉得。。。美工可能需要加班一下了。其他可吐槽的点也蛮多的，但不一一展开了。经过重新体验来说，游戏明显比之前要舒服很多，现在比较严重的问题显然还是新手教程的不充分，移动的触屏范围只在左半部分，这个重要的点没有说明有点不足。总的来说，考虑到一人开发的工作量，魔王箱子在游戏性的方面显然做的还是相当不错的。在经典的推箱子上加入很多新元素的构想非常值得鼓励和赞赏，现在也就是期待作者再后续的美工和教程等细节方面能够继续加以完善了~,1
没有其他人喷的这么夸张，游戏还是好游戏，确实很多瑕疵，到真的是瑕不掩瑜。一星给副本。这是我玩过的手游里，第一个把端游副本复刻到极致的游戏。一星给情怀。魔兽永远都是逝去的青春。一星给欧气。没有对我太苛刻，玩的过程中，脸还是很正的。一星给伙伴。即使离开了，也成为了很好的伙伴。一样能不断修正，做到更好,1
我！就！是！很！喜！欢！这！么！魔！性！的！游！戏！！！（bushi算上以前在其他地方玩的次数。。大概玩了有两三遍吧按键只有两个人，但操作很不简单。如果想要拿到三个苹果的话可能还需要学好物理才行。。。从果园一直追到其他星球甚至最后都穿越到其他游戏里（超级救火队）虽然有些猝不及防但还是被这个脑洞的大小给震惊到了(ﾟ〇ﾟ ;）,1
这个游戏ios上真的很不错，但是安卓版真的一言难尽，登录界面我想注册个账号老是注册不上，其次我看到微博上的预告活动，安卓上也没有同步开展，好多好友都更新了，这个却还没有。(￣へ￣)……………………………………分界线你个李鬼，两天了还没更新，这是正版的吗？？？？我特么……真的是…………卸载了滚过去玩渠道服？？？可是舍不得我自己辛辛苦苦规划的庄园，坚持了辣么久。血书求更新，求更新，更重要的是更新之后我的档必须还在！！！那个登录注册我特么真的没注册成功，有毒啊……………………………………分界线2018.09.03 晚上九点四十分，终于看见更新包了！！！！！千呼万唤始出来，一把辛酸泪。现在的版本支持月卡，但是一个活动都没有。微博都在庆祝周年，而这个版本冷冷清清，凄凄惨惨戚戚。以前还有看广告得绿钞，现在也没了。就赤裸裸的充30有月卡。如果是ios月卡我会考虑的，但是这个安卓官服的李鬼搞得跟这个游戏要凉凉一样，实在是抱歉。,0
不好意思，饥荒我可以找到手机版的。但对于这个…………嗯……来说我不接受盗版,0
好玩，主要是和好友一起玩挺有意思的。目前29级零氪，个人感觉骗氪并不严重，就是本人强迫症有点烦那个红点，不氪金取消不掉。希望能更丰富玩法和技能。对了加好友没办法搜ID的吗？找不到搜索好友的地方。只能加QQ好友。,1
这几年来，因为各种原因卸载过好多次，游戏数据都被我弄丢过好几次了，但是一直对它念念不忘，因为这个游戏太对我的胃口了，地牢、暗黑风格我都超级喜欢，还有这游戏的画风、背景故事、音乐、玩法，想玩时可以肝，没时间玩时可以佛系挂，还不逼氪非常友好，简直爱死它了。如果人物立绘可以随着转职变化会不会更棒？！,1
什么是情怀，大概就是北方人偏爱的煎饼卷大葱，以及局部地区盛行多年的咸豆浆。它们可以涂上最常见的辣椒酱或者洒上最普通的葱花，但是喜欢这味道的吃货大有人在。情怀并不代表漫长的时间，而是象征着一种回忆与感觉。情怀向来不是单指某件事物，可以是痴迷过的初恋，也可以是被双手光顾过的游戏。对于大部分童鞋而言，《仙境传说RO》这几个字定不陌生，即使没玩过也有所听闻。没错，这是一款老游戏，在某些玩家心目中，无论是端游还是手游都已经成为了过去式。闲来无事，突然在游戏榜单上看到这款熟悉无比的游戏，后知后觉的发现居然出了手游版，于是专门下载体验了一番，看看能否追回以前的时间。进入游戏，熟悉的游戏画面让心情突然就静了下来。这是多年前塞班系统常见的画风，说不上多么细致，但也有自己的特点，很多人至今都爱吃这套。就像有人喜欢萝卜皮的味道，你们觉得难登大雅的乡土菜，他却吃的津津有味。整体画风继承了端游的所有特性，还原度没有百分百也有九十以上。从建角界面到刷怪，如同回到数年前一般。能够把端游还原到这个程度，实属不易。世界观、职业、表情、怪物等也与记忆吻合。作为老玩家，我可以故作沧桑的说“一切应犹在，只是朱颜改。”而对于新玩家而言，RO其实有点复古甚至不开窍。它的很多设定充满旧时代的感觉，比如角色的成长规则和玩法模式，在如今的游戏里已经很难见到。尤其是原始无比的手动跑图，会让人觉得像儿时的玩具，明知道它的灵魂已经不再有趣，还是会花些时间去认真把玩。老游戏都需要很大的耐心，为过任务打死几百只怪或者反复跑几十分钟的图也是常有的事情，或许这才是游戏最原始的乐趣。当然，RO手游并非全部照着端游的样子画瓢，有些方面也为移动设备进行了优化。虽然游戏采用了摇杆+按键的方式作为操作方法，但右侧的按键区域布置的颇有个性。技能按键被扁平化的放在底部，上侧是普攻和药剂。刚开始容易按错，习惯之后却莫名的喜欢上这样的布局，操作起来流畅顺手。此外，RO植入了自动战斗的功能，我们可以在刷怪前手动选择目标怪物，然后等着提交任务即可。这点优化很有灵性，否则让玩家靠点击屏幕刷完任务怪，估计吃饭都只能用勺子了。就如同其他童鞋所说，RO属于慢热型的游戏，并不适合纯粹进来找乐子的玩家。因为只有投入大量的时间，我们才能感受到它让人欲罢不能的一面。例如我们在游戏里完成的每个任务，都会被记载在一本冒险手册上。击杀怪物、收集头饰、拍照等行为都会增加手册的经验值，并且逐一解锁各式各样的技能。这是非常有趣的构思，大幅度提升了“过程”才能制造出的愉悦感。而相机等常用的辅助功能同样别出心裁的赋予了新的玩法，有些隐藏的怪物只有摁下快门的时候才会出现在镜头里。即便是传承了端游的玩法，但在核心内容上依旧摆脱不了大众的结构。我在RO里看到了很多情怀向的东西，部分创新内容相较于其他新游戏而言并无优势，只是端游的改良。情怀这东西说起来很奇怪，它可以让2019年的我去接受复古的RO。说优势，该游戏的画面、人物、玩法等都称不上出类拔萃，甚至与时代有些脱轨。可玩着玩着，就会让人觉得时间在熟悉的点滴里悄悄的溜走了。值得肯定的是，《仙境传说RO：守护永恒的爱》满足了老玩家对端游IP的认知，内容的饱和程度令人满意。见过太多端游缩水版和劣质版的移植，RO的微改动或许恰似最大的成功。重要的是，RO绝对不是一款快餐化的游戏，它有专属的内涵和深度，值得我们去一探究竟。,0
就这名称我就可以给差评了，Minecraft什么时候给了你资格做的,0
战国武将可还行，我很好奇到底用什么办法可以把大名给调教成狗，毕竟日本战国不同于三国，日本战国更多的是大家族出生的人，好像没几个平民出生,0
四星，相对于另外几部，可以说是很新颖的，侦探的形式是亮眼的，但里面的找你妹真的是太多了，整体难度不算高，唯一的难点是那令人迷醉的翻译,1
我觉得很好，一般都是和朋友一起玩。虽然萌新光环加身还被大佬朋友血虐但是十分快乐。唯一不太满意的一点是读剧本的时候，有人剧本特别短别人还没看完就直接咄咄逼人发问，作为一个凶手我剧本还没看完就错不及防被聊爆了……希望在读剧本的时候可以设置禁麦。,1
，，，，，，，，，，，，，，，，，，，，，，我的评论下方回复抄袭话题的人，我这里是关于mc痴的评论，请不要在我的评论下面回复无关话题。，，，，，，，，，，，，，，，，，，，，，，抄袭游戏，还有同情一下那个说反话喷抄袭游戏的评论，希望大家看了以后接受教训，不要说 反话 。tap上语文差的学生多了起来，说反话他们是看不懂的，反而会骂你的。在友军面前喷人的mc粉，你们知道mc痴吗?mc痴不等于mc粉。mc痴：认为mc天下第一，，如果有否定的话会直接开喷，认为其他游戏全是垃圾，觉得自己玩mc有优越感，会否定其他的一切游戏，而且素质极低也很容易上钩，喜欢放地图炮轰死一大片，连mc粉都会轰炸，通常没有正版mc，年龄偏低，打着mc的名义去搞事情mc痴是在为我的世界拉黑，MC玩的人多的是，不缺你们这些mc痴。实际上，你们的素质堪比迷你痴。,0
怎么说呢，这个游戏还是挺不错的，就是这个游戏充钱太厉害了如果冲到至尊12真的是要非常非常多的钱，我哪有这么多的钱能拿这个破游戏上！😡但也不能说这个游戏太差，因为里面的人物炫彩丰富。但是雷杰多奥特曼要18块钱，欧布奥特曼必须要充六块钱才能获得欧布奥特曼不能用碎片合成，奥特曼系列OL比这个游戏要好玩多了，因为里面的欧布，只要等到40级就会解锁。这个游戏必须充钱才能厉害，如果你一直不充钱玩儿的话，玩这个游戏一辈子也不会强的。这个游戏的公司可以转翻了！每个人都必须得充钱才能变强，否则你永远都是最弱的。这个游戏还是特别的坑钱。建议大家不要游玩。这个游戏比王者荣耀和穿越火线加起来还要坑钱呀！！！！🖕😡😡😡😭😡😱😱😱👿😿,0
简单来说是一个经典的死宅游戏XD【ps:死宅严格意义上来说并不是贬义，就是指的像我这样平常一点都没有三次元活动的人】首先我没有玩营养师，是纯粹被它简介“舰娘”“骗”进来的，我还以为是幼明新作😂当然也没有骗人w好像是舰c的厂家做出来的吧。这也就是我说为什么是给死宅做的游戏。它对女性玩家相对来说不是很友好，当然是指的妖怪里就没一个男孩子。然后立绘评论区里也有很多人吐槽，妖怪们的立绘画风并不一致，各有各的特色，再此我不做讨论；但是我真的很想要念叨一下敌人的造型😂浓浓一股后现代杀马特的感觉😰还有就是有个蜘蛛一样的玩意，看起来真的……有点恶心。然后声优绝对是无话可说，很棒；但是重点是两个较容易得到的ssr白素贞和德古拉声优还没有实装，这一点让人很尴尬。还有这些游戏的诸多玩法，有“远征系统”，也有“基地养成”，说得这么多其实也不是很复杂，进游戏玩玩基本上就都懂了。还有这个游戏开创了一个名为【凭依】的系统，很友好，谁用谁知道😝限制你的只有体力值和五行素材，前者好攒后者用的快回复地慢，【普通召唤】系统基本上只有两个公式，①30 30 30 30 30 ②999 999 999 999 999 999 前者日常只会出n 后者n～ssr都有可能【才不会告诉你我抽到过沼姐姐😝】 疯狂大建【划掉】召唤不可取，素材真的很难搜集，最好留着升华用。然后灵玉召唤，一定要攒到50十连，一定要攒到50十连，一定要攒到50十连!悄咪咪告诉你十连出ssr几率比单抽ssr可能性多个十多倍😂【没有数据单凭感觉，一个单抽一万年sr十连出俩ssr的人的感觉】既然刚才说到升华了，就来解释一下吧w，这里面可以给妖怪升华【就是升星，n-s-sr-ssr-ur-exr】每次升华妖怪的衣服就会变得更华丽【更少XD】，尤其是首充送的白素贞大姐姐😄简直不要太性感～而且即使是等级低的妖怪也可以通过每日开放的活动打够素材升华，变成强力的存在，这一点做的比较友好。首次抽奖【也就是第一次给你5灵玉让你抽的】必会出ssr，但是每个人是不一样的，我第一次抽的是风神，正好赶上那次水属性主题巡礼，不知道是不是命中注定hhh目前来讲，巡礼是这个游戏最肝的活动。巡礼分为三个部分8体力15体力和25体力的，新入坑的亲们可以凭借抽到的ssr带上唐伞、小豆洗、水精和妖友无压力过，这个过程简直是飞升，不夸张地说，如果恰好属性克制，可以从1一直肝到50😂就一直肝8体力的，可以说不用停😂然后攒到50去抽，美滋滋～说了这么多，其实这个游戏讲真的不算很吸引人，剧情里面甚至都还有出现【请您过关吧】之类的词汇😂但是黏性很强，有很多东西我都没有解释完全，什么好感度之类的，如果大家真的对这个游戏感兴趣，可以尝试下载一下，嗖!肝就没了哦😂不说了，我去肝巡礼了orz,1
玩了一周，上了中将，在这里分享一下心得体会。这是我玩过最舒服最有良心的RTS卡牌游戏了(比某指挥官良心多了，当然也可能是测试服送钻石多，像我这种非籍华人宝箱都能几张开出橙卡)，一开始玩觉得缺点有三: 网络优化差，画质差，还有兵营太强不平衡，玩久了觉得这些其实都能接受，画质开精细以后还是比较华丽的，兵营虽然兵种没有计时但是兵营本身有时间限制(本身也脆)，网络的话只要不是中途wifi流量互换或者坐地铁😂都没太大问题。说说游戏机制，3v3模式可以算一个亮点，并且只要对面不太强一神带两坑(挂)问题不大✌，再往上就需要队友配合出兵了。积分升星的机制也比粗暴的胜负加减星好的多。就卡组玩法来说，盟军主打支援，苏联兵营流，还有德国的硬派推进，三个阵营都颇具特色。1v1来说还是德国比较能打(毕竟精神控制，德国堡垒和飞碟加上英雄奶爸实在无解；苏联配上狙击手小姐姐也不错)。其实玩到后面卡组组合也很局限了，基本有橙带橙，再加一两个低费卡，支援卡带一两个打后排，放的时候肉在前输出在后，剩下的就看配合和运气了😉，对我这种喜新厌旧的人来说，因为阵营的限制，卡牌搭配创新空间小了，所以推荐官方进一步丰富卡牌类型。另外这个游戏bug还是不少的，说说印象很深的两点:7级禁卫在游戏中一直显示4级(不知道真实能力是7还是4)，喷火车烤人不掉血后来又莫名死掉......希望官方能再改改。还有狙击手的隐身太不稳定，墨菲的护盾衰减很快cd偏长，嘻嘻总的来说就是奶爸最溜，希望官方也能出新英雄(比如会飞的)玩玩，毕竟没有新的刺激游戏会很容易让人生厌的。总的来说，这游戏节奏快，策略性强，平衡性好，氪度小，爆率不错，还带有red alert的情怀，值得我第一次评价给出五星~希望这个游戏越办越好！,1
这个游戏真的太棒了，完美复刻了pc端暗黑和流放之路的精髓，除了没有自己的想法外可以是完美无缺啦！说真的我现在都玩到嗨的不行了！不信看我时长！,0
我觉得很棒……玩儿了近一年才来说句话……ヾ(>Д<;))))..... 逃~~我哭辽？地牢风最让人肝疼的地方就是die了之后所有装备加成都清空。但这也是这种游戏的迷人之处，毕竟每一场游戏都是一个新开始。有的怪真的有丶难，有的关卡真的有丶烦。本还想高考完下回来跪求拿碎片的机会多一点，结果发现不开发了叫我去哪里下回来啊。,1
文字描述很日式，还很意识流，上了年纪的人有点看不下去，而且对校园日漫不感冒觉得一般般吧。这……应该不算游戏吧,0
玩到第五局的时候终于破百了……个人纪录113.9m。一个字，稳。最左最右的后期看都别看，接到了也很容易歪，鬼知道为什么要设计成这样……希望能修改为最左最右不会出现，留下一点空档，不然总得白白丢掉一些砖块。目标破百的同志们前期一定不能太浪，尽可能省方块，在后期还剩五十几个的时候方块总数差不多就要开始减少了（后期出砖块快看上去又小根本来不及接到多少），这时候看到哪个近接哪个就是，距离超过四分之一个屏幕的都别管，相信我你接不到的。,1
四周年崩2联动时入坑，玩了快一年了。总之就是两个字，好玩！游戏玩法和目前市面上普遍的回合制差不多，在玩法上没有什么大的区别，无非就是刷材料pvp，因此不多做评价。进入游戏后，一股像素风扑面而来。。啊！人物建模全是像素风！这代表了什么？角色们打斗时是没有立绘那么奥利给的。。。但是！它不肝不氪，佛着玩都能够混出成就！每天三个时间段上线（中午，下午，晚上）大概5到10分钟就可以完成一天的游玩目标，这对我这种养老型护肝玩家简直是难得一遇的游戏啊！而且最重要的一点就是这游戏里lp非常多.jpg，而且某些立绘还很。。咳咳。。。不多说什么了好吧，简直是天国啊兄弟。而且在氪金方面的战力提升无非就是限时限定卡池、年卡卡池以及千元皮肤，某些限定队虽说确实和普通平民队会拉开很大一段距离（我1w崩2队打败过不少1w5或1w6的咸鱼队），但毕竟pvp还是真真正正的回合制，输赢还是要看脸的。氪金无非就是缩短游戏进程，比如说，开服就氪3k左右的大佬可以将游戏进程缩短普通玩家至少要大半年甚至一年的时间（当然，还是要看脸的，一直1493那就是自己的问题了），所以氪金所得的东西，除了千元皮肤，其他的都是可以日积月累慢慢获得的，如果有条件的话每个月一张月卡足矣。游戏的活动非常多，奖励也非常好，微信公众号也时不时搞一些活动，奖励都是非常棒的。非常值得玩的一款游戏，下载了绝不会辜负你的期望。新手前期若是不懂得练角色，配阵容，去论坛贴吧多问问就肯定会有其他玩家给你解答，不懂多问，是这个游戏前期如何度过的方法。PS：出货率能调高点吗。。（非酋的无力呐喊）,1
评论怎么都是8，9个月前的，我有点方啊。回归正题，第一感觉是俄罗斯方块类似的游戏，有点像简化版的，但是对新手来说难度不小。界面和BGM都很棒，玩到稍微后面一点BGM就停了，仿佛怕打扰了你思考(๑•̀ω•́๑)。消磨时间挺不错的~打完之后点咖啡的按钮会有一些经典语录（英文看不懂啊喂）给4星的原因是，这么简单又这么难的游戏很难让人一直玩下去吧（｡ò ∀ ó｡）诶我在说什么游戏心得，整行消除才能解场，尽量保持每列的横线数量平衡。某一列顶的高高的又全是横线就基本GG。也就是说较高的那一列最好竖线多一点。接下来关于道具，3个道具的作用分别是：1、将某根线旋转90度 2、随机去掉4根线（连着的一排线也只去掉1根）3、消掉一个九宫格的线（类似炸弹）每个道具只能存一个，不用掉也只能有那一个。（下午突破了3600分ヾ(*ΦωΦ)ツ）改进建议，操作方面不要一点就消掉，不小心点到屏幕的时候。。。。。可以改成点第一下选中，点两下才消。道具介绍呢？我应该没看到过(˘•ω•˘)作者加油~~,1
这个游戏我有空就玩，玩了大概2周，还在一周目（应该是，没死过）。打到50层卡关，最后一个boss根本打不动，周目计算是全部人阵亡后继续这个档开始就是二周目吗？会保留什么东西？,1
游戏总体不错，给个四星优点：首先，游戏机制很有意思，通过文字控制人的性格，还有行为。死了还能上传，但是具体偏猎奇，基于制作人也是娱乐向那就不做计较。第二，游戏脑洞奇大，从出生成狗，阿尔法狗等都很有意思。第三，玩家可以贡献自己的故事，加入游戏，玩家可以自由发挥。第四，成就机制，这使本来就不耐玩的游戏多了收集元素，玩家为了打成成就而继续玩下去的欲望，当然这也是游戏败笔之一，这里后面会讲。接下来就是吐槽了：第一，这ui简单到没有美感好吗？第二，存档ui只能看到名字，看不到该存档其他简单信息，玩家不容易了解存档信息。第三，随机机制有些无脑，比如我36，37，38都在重复一件事，这是游戏主线有些脱节（好吧根本没有主线）。第四，来吐槽成就系统了，看得出来制作人非常用心为了不让大家快速放弃游戏，做了这个机制，但是由于剧情是随机的，成就不易触发难以达成成就。导致成就系统成为鸡肋系统。最后，制作人其实挺用心做游戏的，这种娱乐游戏要求也不要太高，最后祝制作人游戏越做越好。,1
首先！转校生太太们都是天使么！我本来以为因为防沉迷系统，tap上评分会掉很快(虽然是个不太合格的转校生但还是很担心)！结果上来一看还是9.8！你们果然和男人们一样都是天使！es开服我就知道，当时没入坑我超级后悔！然鹅本质是个闲鱼，现在233卡组能平刷积五，排五得看热不热！也没拿几次！es真的从头到脚满足我收集欲，语音歌曲背景头像主题小屋换装，我超级满足！准备趁全语音吧剧情过一遍！应该会很爽！,1
深圳真是出人才的地方你这游戏要是想有人玩的话首先得改游戏名再公开承认有模仿饥荒画风不然就等着像隔壁喝西北风吧,0
从单纯的游戏角度讲，这是款可玩性很高的游戏，对于玩刷子类的玩家还是比较友好的，但是...这类游戏我不建议卖属性，直接买断制不好吗？比如：先让体验个几章，后续要玩直接买断制，属性礼包加成啥的全删了，商城出的仅限外观时装，类似暗黑3的机制，因为多了个符文，符文重置可以用金币来，比如200万金币一次（固定值），角色用RMB购买没什么毛病，像活动什么的完全可以不用搞，我就不信了，卖断制换不回成本？赚不了钱？刷子类游戏硬生生搞成3D氪金城与勇士，这个鬼才策划，白狐狸吧？这么厉害氪金手段，怕不是从DNF策划组调来的吧？我求求你了，别在打着免费游戏，人人能玩的旗号了，你出个买断制的游戏，别在玩文字游戏， 你这免费游戏比买断氪金几百倍，太***恶心人了，真的  IP终结者-鹅厂游戏,0
玩好几个月了，没充过钱，关键是感觉不值，逼氪严重，啥都要贵族等级，升星材料无法打，只能活动和水晶买，还不一定能拿到，拿到也不够，英雄合成方面蓝升紫大部分前期不能打碎片，只能抽和换，紫升橙更恶心，99%是抽，还要6紫才行，橙升红不说。高级克隆出货率低，完美克隆卷轴太难获取，出货率也低。排行榜高级玩家和低级玩家混杂，低级没有游戏体验，没可能上去。开的区很多，但每个区最后活着的玩家有多少？没有游戏体验。,0
这个游戏吧…虽说是“日方全程监制”还是“网易”出品的游戏，但是玩起来体验怎么跟三流小工作室做出来的似的，各种问题。且不说除了初音的人模，其他角色都像才学了一周3d建模的人搞出来的，丑的一批还粗糙得很，kaito的人体比例不协调到爆炸。游玩体验也差得很，卡顿都是小意思了，按键密集的地方延迟高到让人以为不是自己操作的，还动不动开局卡蓝屏，只有人物那种，必须重启才能玩。新手指引比较到位，但是剧情基本没有，上游戏的意义仅限于清一下每日任务。玩法也比较少，基本只有探索和房间打歌，ar没什么意思，也没什么其他功能，音能加速赛活动好像死了，赛季结束一个月了还没更新。换装功能吗，属于没钱玩个xx，连材料都打不出来。说实话，继续玩纯属因为喜欢音速的玩法，游戏真的是粗制滥造，很打V家的脸。官方好像也弃坑了的样子，1月初的更新公告再没变过，春节也只是悄默默上了一套衣服，加速赛完全点都点不进去，所有活动都没有更新。可惜啊…,0
视频看的犯恶心，为什么国内厂商抄袭时总能去其精华取其糟粕，不过一次蹭三个游戏的热度也是有心了,0
这是盗版《饥荒:船难》的，要是想要玩正版，请在各平台搜索饥荒。,0
去年十月份入坑 看到是个类似养成类的手游果断玩了下去 后来听说有内部群 听闻在测试中 那时我没在意 也没怎么充钱就冲了个六块钱 后来公测了我游戏登不进去了 我就去问群主 群主说只有小米用户才能登入 好吧我不是小米但是我也可以登入 我就换了另个方式登入 当然我之前所有的数据都不见了 又得重新玩 玩了没几天没动力了 想当初我虽然没充钱 但车搜集的差不多了 就剩月卡车没齐而已 车库的车虽然配置不高 但看上去很有成就感 如今游戏公测了 我也弃坑一段时间了 好吧 曾经的成就也找不回来了 挺喜欢这个游戏的 就是一旦公测了 你可能就找不回当初的玩念了 在这也感谢在群里教导我的老乡让我有信念玩下去 如今我是真弃坑了 也感谢你陪过我小米赛车,0
大家好我是 口袋方块的开发者 这款游戏聚集了我的想法和创意，欢迎大家都来试玩，能带给你们欢乐就是我最大的幸福，谢谢！,1
三国混战日本战国起了个名字九州劫？你们是有多恨我九州大地？伤害民族情感一星走起。,0
1.算是爽的游戏，初期不需要操作，平A虐菜，就是太鸡贼。其实已经准备氪个几十试试水了，疲劳值一弹出来直接退了。疲劳值无所谓，但是你既不说明不提醒也米有显眼位置现实，就不太合适了吧，像碰瓷。2.连杀有经验加成，打桶箱子居然需要单独的交互按钮，严重硬性流畅性。3.第二张图刷了三遍没找到第三个祭坛，很多人没找到，不知道是不是有bug。4.画面一般，没到期待的水平，及格吧。5.居然就三个角色……而且是两远一近，不知道什么思路……,0
这游戏，你不氪点金，能玩？游戏其实还不错，不过现在新人基本没法进，除非重（zhong，四声）氪。,0
从诸多的玩家留言中我们可以看到这是一个毫无责任感的公司，只有说了好话的玩家才得到管理的回复，而更多有建设性建议的留言，人家理都不理。什么忠言逆耳？不管，氪金不到账？不管！什么游戏BUG？不管！只有我把钱骗到手才是最重要的！我就这么任性！你们爱玩不玩！我估计我这条帖子也不能站多久！希望看到的玩家能当做提醒！也一样TapTap能趁着这次整改，好好清理一下自己的平台，不要什么臭鱼烂虾都收！会污染环境的！,0
骑砍即视感😂虽然在这里提到另一个游戏可能有点冒犯，但这真～～～的是太相似了🤔emmm…系统上是很不错的，但玩过骑砍后呢，感觉还是有很多没有照顾到的东西。但是这个游戏感觉玩久了就会有那么一点枯燥。但为什么骑砍没有这种感觉呢？也许是因为游戏模式的不同。骑砍在操作上更让人有玩下去的动力，但作为手机游戏，我也无法要求太多。还有一点就是战场太小。按照以前的经验，我一开始选择多点统领，但后来才发现这是增加将领数而不是同时进入战场的士兵数的😲如果可以的话，改成大型作战比较好吧🤕（竖屏→横屏？）希望能加入一点支线什么的，并且再改善下系统（系统已经很优秀了喂在这里扣一星，对此深表歉意。,1
这我连分都不想给，明明就是盗版饥荒，现在想玩个好玩的游戏都没有。,0
哈哈哈哈哈哈哈哈哈哈哈哈这个名字和截图就很想玩啊哈哈哈 下载的时候逛了下评论 然后发现官方的回复真的是又皮又可爱 于是更加坚定了想玩下去的念头！游戏安装好了一点开就直接是剧情哇（嗯？这个APP的Main Activity居然是这个！）有点意外也有点喜欢的同时看到了主角的吐槽为什么是砍柴做饭挖耳屎啊喂！还有那个师父，主角不说我还以为他刚救完穿山甲回来准备种葫芦呢！而且为啥学成了仙法还要回去找村花啊喂，是仙女姐姐不好看吗！接着师父也不会法术又是什么鬼啦，还不如种葫芦然后去打蛇精啊！然后主角去找的板砖呢！去场景外晃了一下就回来了喂！两手还是空空如也喂！我板砖不要面子的嘛（｀Δ´）ゞ 紧接着猥琐发育别浪都出来啦！！人家妖女都双杀了啊师父，我们还在这挖耳屎！话说回来主角当初为什么会拜你当师父啊！就靠爆*神功和捡**大法吗！那平时是要怎么修炼啊！ 而且这种功夫妖女为什么要来抢啊？？！然后我说什么了就“你意已决”了啊！还有我既然不会仙法为什么会从天上飞走啊！！（扶额）等等，突然意识到我好像在剧透Σ( ° △ °|||)︴ 不行 溜了溜了，等下午上班摸鱼的时候再玩好了，先给个五星再说 等玩完了再来吐槽！嗯！————我————是————分————割————线————————呜呜呜中午没睡把游戏肝完了，终于全结局都解锁了 最后居然还有隐藏剧情呜呜呜 是刀片啊啊啊！！！策划呢！！你粗来！！我要用斩妖剑和你决一死战啊！！好了 来一场认真的评论吧 TapTap咸鱼党终于抓到了试玩的机费能在前排留下我的小学生读后感了 哪怕是玩完以后也还是五星！画面不能说多精美，特效动画emmmm…不过总体来说习惯了这个画风反而觉得很不错 音效的话办公室党表示没带耳机没能体验到，不过我全程脑补BGM还是很满意的；剧情的话我觉得堪称一流（在竖屏点按解密游戏范围内，我觉得很棒了，大佬轻喷）而且把大多数同类游戏的成就系统变成结局是真的让我这种多结局强迫党很舒服了 解密的难度不算难，烧脑党还是别试啦，总体解密偏向于《史上最坑爹的游戏》一类让你不知不觉叫喊出《还有这种操作》的迷题 这款游戏真的不错 完全值得尝试，以及小龙女好可爱好可怜啊，为什么不能再发展一条支线呢？我觉得不止我很期待吧~ 还有如花呢！说好的回去娶她呢！大*萌妹才是正义啊！(ー`´ー) 最后还有一点点小提示啊 如果不想看的旁友可以跳过啦 如果想打出所有结局和隐藏剧情（就是结局31） 挖螃蟹的时候一定要先挖20个就给一次！就因为我一开始就挖了100个给他导致我专门清了数据重玩了一次！不过想想也是，人这一生有些事只能选择一次呀~,1
玩法和电脑上的《僵尸危机》类似，许多功能还未推出，一个人玩久了容易乏味。比较喜欢这种模糊的像素画风，战斗场地能够再大点就好了，期待后续的更新!,1
我就想进来看看这游戏评分还能再低一点嘛。我觉得1.5还不是极限，还可以努力,0
缺点都显而易见，掉帧、抄袭、广告、垃圾的射击手感、不适配大多数机型、机瞄没什么用...就tm是一个抄袭垃圾游戏，这都不下架，不知道为什么。,0
五星好评！这游戏是我见过最棒的游戏了！光靠画质就已经征服我了，这流畅的动作，这nb的打击感！啊！我都要玩上瘾了！,0
